Training History
Val_SSIM: nan

Epoch 30:
G_Loss: 0.031487
D_Loss: 2.000000
Val_PSNR: 27.1733
Val_SSIM: 0.766771

Epoch 31:
G_Loss: 0.031271
D_Loss: 2.000000
Val_PSNR: nan
Val_SSIM: nan

Epoch 32:
G_Loss: 0.031027
D_Loss: 2.000000
Val_PSNR: nan
Val_SSIM: nan

Epoch 33:
G_Loss: 0.031214
D_Loss: 2.000000
Val_PSNR: 24.8815
Val_SSIM: 0.699656

Epoch 34:
G_Loss: 0.030774
D_Loss: 2.000000
Val_PSNR: 23.6002
Val_SSIM: 0.675953

Epoch 35:
G_Loss: 0.030943
D_Loss: 2.000000
Val_PSNR: 25.4682
Val_SSIM: 0.717953

Epoch 36:
G_Loss: 0.030579
D_Loss: 2.000000
Val_PSNR: 26.8726
Val_SSIM: 0.756688

Epoch 37:
G_Loss: 0.030634
D_Loss: 2.000000
Val_PSNR: 26.0842
Val_SSIM: 0.732870

Epoch 38:
G_Loss: 0.030496
D_Loss: 2.000000
Val_PSNR: 27.3696
Val_SSIM: 0.770907

Epoch 39:
G_Loss: 0.030363
D_Loss: 2.000000
Val_PSNR: 26.5024
Val_SSIM: 0.739779

Epoch 40:
G_Loss: 0.030227
D_Loss: 2.000000
Val_PSNR: 27.0426
Val_SSIM: 0.747515

Epoch 41:
G_Loss: 0.030290
D_Loss: 2.000000
Val_PSNR: 27.8352
Val_SSIM: 0.780208

Epoch 42:
G_Loss: 0.030086
D_Loss: 2.000000
Val_PSNR: 26.9397
Val_SSIM: 0.756795

Epoch 43:
G_Loss: 0.029986
D_Loss: 2.000000
Val_PSNR: 26.6610
Val_SSIM: 0.750775

Epoch 44:
G_Loss: 0.029972
D_Loss: 2.000000
Val_PSNR: 27.1550
Val_SSIM: 0.763382

Epoch 45:
G_Loss: 0.029827
D_Loss: 2.000000
Val_PSNR: 27.3249
Val_SSIM: 0.774410

Epoch 46:
G_Loss: 0.029804
D_Loss: 2.000000
Val_PSNR: 26.9475
Val_SSIM: 0.766273

Epoch 47:
G_Loss: 0.029555
D_Loss: 2.000000
Val_PSNR: 27.2577
Val_SSIM: 0.772245

Epoch 48:
G_Loss: 0.029767
D_Loss: 2.000000
Val_PSNR: 28.3800
Val_SSIM: 0.800437

Epoch 49:
G_Loss: 0.029856
D_Loss: 2.000000
Val_PSNR: 28.1612
Val_SSIM: 0.797722

Epoch 50:
G_Loss: 0.029613
D_Loss: 2.000000
Val_PSNR: 27.3881
Val_SSIM: 0.771830

Epoch 51:
G_Loss: 0.029485
D_Loss: 2.000000
Val_PSNR: 28.1848
Val_SSIM: 0.783633

Epoch 52:
G_Loss: 0.029330
D_Loss: 2.000000
Val_PSNR: 28.6578
Val_SSIM: 0.805766

Epoch 53:
G_Loss: 0.029217
D_Loss: 2.000000
Val_PSNR: 28.7704
Val_SSIM: 0.804787

Epoch 54:
G_Loss: 0.029193
D_Loss: 2.000000
Val_PSNR: 28.7260
Val_SSIM: 0.802667

Epoch 55:
G_Loss: 0.029150
D_Loss: 2.000000
Val_PSNR: 28.8094
Val_SSIM: 0.809681

Epoch 56:
G_Loss: 0.029023
D_Loss: 2.000000
Val_PSNR: 28.2554
Val_SSIM: 0.803125

Epoch 57:
G_Loss: 0.029021
D_Loss: 2.000000
Val_PSNR: 28.9205
Val_SSIM: 0.812193

Epoch 58:
G_Loss: 0.028858
D_Loss: 2.000000
Val_PSNR: 28.7547
Val_SSIM: 0.807531

Epoch 59:
G_Loss: 0.028857
D_Loss: 2.000000
Val_PSNR: 28.5001
Val_SSIM: 0.796584

Epoch 60:
G_Loss: 0.028975
D_Loss: 2.000000
Val_PSNR: 28.7740
Val_SSIM: 0.810256

Epoch 61:
G_Loss: 0.028800
D_Loss: 2.000000
Val_PSNR: 28.9308
Val_SSIM: 0.810781

Epoch 62:
G_Loss: 0.028698
D_Loss: 2.000000
Val_PSNR: 28.8980
Val_SSIM: 0.813627

Epoch 63:
G_Loss: 0.028756
D_Loss: 2.000000
Val_PSNR: 28.7221
Val_SSIM: 0.815279

Epoch 64:
G_Loss: 0.028746
D_Loss: 2.000000
Val_PSNR: 28.5947
Val_SSIM: 0.804292

Epoch 65:
G_Loss: 0.028690
D_Loss: 2.000000
Val_PSNR: 28.8858
Val_SSIM: 0.810431

Epoch 66:
G_Loss: 0.028545
D_Loss: 2.000000
Val_PSNR: 28.9723
Val_SSIM: 0.818719

Epoch 67:
G_Loss: 0.028559
D_Loss: 2.000000
Val_PSNR: 28.4535
Val_SSIM: 0.804742

Epoch 68:
G_Loss: 0.028496
D_Loss: 2.000000
Val_PSNR: 28.9772
Val_SSIM: 0.812039

Epoch 69:
G_Loss: 0.028443
D_Loss: 2.000000
Val_PSNR: 28.9596
Val_SSIM: 0.811632

Epoch 70:
G_Loss: 0.028455
D_Loss: 2.000000
Val_PSNR: 28.4554
Val_SSIM: 0.810218

Epoch 71:
G_Loss: 0.028344
D_Loss: 2.000000
Val_PSNR: 29.1103
Val_SSIM: 0.811993

Epoch 72:
G_Loss: 0.028123
D_Loss: 2.000000
Val_PSNR: 29.0311
Val_SSIM: 0.815763

Epoch 73:
G_Loss: 0.028168
D_Loss: 2.000000
Val_PSNR: 29.1216
Val_SSIM: 0.815286

Epoch 74:
G_Loss: 0.028166
D_Loss: 2.000000
Val_PSNR: 29.1336
Val_SSIM: 0.813212

Epoch 75:
G_Loss: 0.028268
D_Loss: 2.000000
Val_PSNR: 28.8792
Val_SSIM: 0.810360

Epoch 76:
G_Loss: 0.028007
D_Loss: 2.000000
Val_PSNR: 29.1536
Val_SSIM: 0.814874

Epoch 77:
G_Loss: 0.027919
D_Loss: 2.000000
Val_PSNR: 28.5039
Val_SSIM: 0.819076

Epoch 78:
G_Loss: 0.027862
D_Loss: 2.000000
Val_PSNR: 29.1019
Val_SSIM: 0.817370

Epoch 79:
G_Loss: 0.028042
D_Loss: 2.000000
Val_PSNR: 29.0651
Val_SSIM: 0.812610

Epoch 80:
G_Loss: 0.027827
D_Loss: 2.000000
Val_PSNR: 29.1762
Val_SSIM: 0.817371

Epoch 81:
G_Loss: 0.027747
D_Loss: 2.000000
Val_PSNR: 28.9689
Val_SSIM: 0.809174

Epoch 82:
G_Loss: 0.027806
D_Loss: 2.000000
Val_PSNR: 29.2010
Val_SSIM: 0.822032

Epoch 83:
G_Loss: 0.027755
D_Loss: 2.000000
Val_PSNR: 29.2538
Val_SSIM: 0.817062

Epoch 84:
G_Loss: 0.027853
D_Loss: 2.000000
Val_PSNR: 29.0702
Val_SSIM: 0.815342

Epoch 85:
G_Loss: 0.027663
D_Loss: 2.000000
Val_PSNR: 28.9456
Val_SSIM: 0.811754

Epoch 86:
G_Loss: 0.027754
D_Loss: 2.000000
Val_PSNR: 29.2125
Val_SSIM: 0.820332

Epoch 87:
G_Loss: 0.027781
D_Loss: 2.000000
Val_PSNR: 29.0013
Val_SSIM: 0.812162

Epoch 88:
G_Loss: 0.027687
D_Loss: 2.000000
Val_PSNR: 28.3447
Val_SSIM: 0.805539

Epoch 89:
G_Loss: 0.027556
D_Loss: 2.000000
Val_PSNR: 29.0156
Val_SSIM: 0.819242

Epoch 90:
G_Loss: 0.027592
D_Loss: 2.000000
Val_PSNR: 28.9467
Val_SSIM: 0.815803

Epoch 91:
G_Loss: 0.027664
D_Loss: 2.000000
Val_PSNR: 28.7731
Val_SSIM: 0.802825

Epoch 92:
G_Loss: 0.027541
D_Loss: 2.000000
Val_PSNR: 29.2388
Val_SSIM: 0.817559

Epoch 93:
G_Loss: 0.027447
D_Loss: 2.000000
Val_PSNR: 28.8294
Val_SSIM: 0.802227

Epoch 94:
G_Loss: 0.027340
D_Loss: 2.000000
Val_PSNR: 28.9474
Val_SSIM: 0.816552

Epoch 95:
G_Loss: 0.027253
D_Loss: 2.000000
Val_PSNR: 29.2547
Val_SSIM: 0.820021

Epoch 96:
G_Loss: 0.027343
D_Loss: 2.000000
Val_PSNR: 28.7257
Val_SSIM: 0.814503

Epoch 97:
G_Loss: 0.027328
D_Loss: 2.000000
Val_PSNR: 29.3829
Val_SSIM: 0.822246

Epoch 98:
G_Loss: 0.027350
D_Loss: 2.000000
Val_PSNR: 28.0795
Val_SSIM: 0.807523

Epoch 99:
G_Loss: 0.027189
D_Loss: 2.000000
Val_PSNR: 28.8041
Val_SSIM: 0.818687

Epoch 100:
G_Loss: 0.027336
D_Loss: 2.000000
Val_PSNR: 29.3112
Val_SSIM: 0.822195

Epoch 101:
G_Loss: 0.027179
D_Loss: 2.000000
Val_PSNR: 28.8502
Val_SSIM: 0.810308

Epoch 102:
G_Loss: 0.027073
D_Loss: 2.000000
Val_PSNR: 28.8160
Val_SSIM: 0.812561

Epoch 103:
G_Loss: 0.027049
D_Loss: 2.000000
Val_PSNR: 29.5208
Val_SSIM: 0.826412

Epoch 104:
G_Loss: 0.026989
D_Loss: 2.000000
Val_PSNR: 29.3202
Val_SSIM: 0.820513

Epoch 105:
G_Loss: 0.027061
D_Loss: 2.000000
Val_PSNR: 29.2363
Val_SSIM: 0.818287

Epoch 106:
G_Loss: 0.027047
D_Loss: 2.000000
Val_PSNR: 29.4498
Val_SSIM: 0.818992

Epoch 107:
G_Loss: 0.026866
D_Loss: 2.000000
Val_PSNR: 29.6032
Val_SSIM: 0.824613

Epoch 108:
G_Loss: 0.026904
D_Loss: 2.000000
Val_PSNR: 29.2890
Val_SSIM: 0.818635

Epoch 109:
G_Loss: 0.026973
D_Loss: 2.000000
Val_PSNR: 29.5840
Val_SSIM: 0.824736

Epoch 110:
G_Loss: 0.026759
D_Loss: 2.000000
Val_PSNR: 29.5182
Val_SSIM: 0.826969

Epoch 111:
G_Loss: 0.026729
D_Loss: 2.000000
Val_PSNR: 29.4842
Val_SSIM: 0.826533

Epoch 112:
G_Loss: 0.026729
D_Loss: 2.000000
Val_PSNR: 29.5196
Val_SSIM: 0.823415

Epoch 113:
G_Loss: 0.026655
D_Loss: 2.000000
Val_PSNR: 29.5440
Val_SSIM: 0.824345

Epoch 114:
G_Loss: 0.026789
D_Loss: 2.000000
Val_PSNR: 29.3503
Val_SSIM: 0.818984

Epoch 115:
G_Loss: 0.026657
D_Loss: 2.000000
Val_PSNR: 29.6323
Val_SSIM: 0.828862

Epoch 116:
G_Loss: 0.026605
D_Loss: 2.000000
Val_PSNR: 29.6066
Val_SSIM: 0.827570

Epoch 117:
G_Loss: 0.026677
D_Loss: 2.000000
Val_PSNR: 29.5640
Val_SSIM: 0.825404

Epoch 118:
G_Loss: 0.026830
D_Loss: 2.000000
Val_PSNR: 29.4250
Val_SSIM: 0.817810

Epoch 119:
G_Loss: 0.026676
D_Loss: 2.000000
Val_PSNR: 29.5296
Val_SSIM: 0.822821

Epoch 120:
G_Loss: 0.026581
D_Loss: 2.000000
Val_PSNR: 29.5205
Val_SSIM: 0.822401

Epoch 121:
G_Loss: 0.026433
D_Loss: 2.000000
Val_PSNR: 29.4556
Val_SSIM: 0.820755

Epoch 122:
G_Loss: 0.026438
D_Loss: 2.000000
Val_PSNR: 29.5159
Val_SSIM: 0.823807

Epoch 123:
G_Loss: 0.026468
D_Loss: 2.000000
Val_PSNR: 29.4058
Val_SSIM: 0.820314

Epoch 124:
G_Loss: 0.026346
D_Loss: 2.000000
Val_PSNR: 29.5380
Val_SSIM: 0.824086

Epoch 125:
G_Loss: 0.026430
D_Loss: 2.000000
Val_PSNR: 29.5716
Val_SSIM: 0.830770

Epoch 126:
G_Loss: 0.026269
D_Loss: 2.000000
Val_PSNR: 29.6206
Val_SSIM: 0.825812

Epoch 127:
G_Loss: 0.026390
D_Loss: 2.000000
Val_PSNR: 29.6524
Val_SSIM: 0.828906

Epoch 128:
G_Loss: 0.026373
D_Loss: 2.000000
Val_PSNR: 29.3733
Val_SSIM: 0.822427

Epoch 129:
G_Loss: 0.026190
D_Loss: 2.000000
Val_PSNR: 29.6784
Val_SSIM: 0.829598

Epoch 130:
G_Loss: 0.026274
D_Loss: 2.000000
Val_PSNR: 29.3324
Val_SSIM: 0.821285

Epoch 131:
G_Loss: 0.026205
D_Loss: 2.000000
Val_PSNR: 29.2871
Val_SSIM: 0.830626

Epoch 132:
G_Loss: 0.026192
D_Loss: 2.000000
Val_PSNR: 29.6077
Val_SSIM: 0.831123

Epoch 133:
G_Loss: 0.026158
D_Loss: 2.000000
Val_PSNR: 29.7026
Val_SSIM: 0.828221

Epoch 134:
G_Loss: 0.026093
D_Loss: 2.000000
Val_PSNR: 29.8244
Val_SSIM: 0.831385

Epoch 135:
G_Loss: 0.026020
D_Loss: 2.000000
Val_PSNR: 29.2668
Val_SSIM: 0.822598

Epoch 136:
G_Loss: 0.026139
D_Loss: 2.000000
Val_PSNR: 29.8479
Val_SSIM: 0.830240

Epoch 137:
G_Loss: 0.026086
D_Loss: 2.000000
Val_PSNR: 29.6047
Val_SSIM: 0.829551

Epoch 138:
G_Loss: 0.026137
D_Loss: 2.000000
Val_PSNR: 29.6728
Val_SSIM: 0.830664

Epoch 139:
G_Loss: 0.025973
D_Loss: 2.000000
Val_PSNR: 29.7358
Val_SSIM: 0.830903

Epoch 140:
G_Loss: 0.025941
D_Loss: 2.000000
Val_PSNR: 29.4291
Val_SSIM: 0.821980

Epoch 141:
G_Loss: 0.025941
D_Loss: 2.000000
Val_PSNR: 29.9162
Val_SSIM: 0.834049

Epoch 142:
G_Loss: 0.025805
D_Loss: 2.000000
Val_PSNR: 29.8838
Val_SSIM: 0.835543

Epoch 143:
G_Loss: 0.025966
D_Loss: 2.000000
Val_PSNR: 29.7344
Val_SSIM: 0.828500

Epoch 144:
G_Loss: 0.025880
D_Loss: 2.000000
Val_PSNR: 29.7036
Val_SSIM: 0.830254

Epoch 145:
G_Loss: 0.025918
D_Loss: 2.000000
Val_PSNR: 29.8424
Val_SSIM: 0.833602

Epoch 146:
G_Loss: 0.025825
D_Loss: 2.000000
Val_PSNR: 29.8957
Val_SSIM: 0.830442

Epoch 147:
G_Loss: 0.025912
D_Loss: 2.000000
Val_PSNR: 29.7301
Val_SSIM: 0.831710

Epoch 148:
G_Loss: 0.025857
D_Loss: 2.000000
Val_PSNR: 29.8218
Val_SSIM: 0.833860

Epoch 149:
G_Loss: 0.025716
D_Loss: 2.000000
Val_PSNR: 29.8729
Val_SSIM: 0.830562

Epoch 150:
G_Loss: 0.025707
D_Loss: 2.000000
Val_PSNR: 29.7166
Val_SSIM: 0.833251

Epoch 151:
G_Loss: 0.025735
D_Loss: 2.000000
Val_PSNR: 29.8448
Val_SSIM: 0.833179

Epoch 152:
G_Loss: 0.025639
D_Loss: 2.000000
Val_PSNR: 29.8734
Val_SSIM: 0.830426

Epoch 153:
G_Loss: 0.025581
D_Loss: 2.000000
Val_PSNR: 29.9519
Val_SSIM: 0.832318

Epoch 154:
G_Loss: 0.025675
D_Loss: 2.000000
Val_PSNR: 29.8387
Val_SSIM: 0.826959

Epoch 155:
G_Loss: 0.025704
D_Loss: 2.000000
Val_PSNR: 29.9669
Val_SSIM: 0.837553

Epoch 156:
G_Loss: 0.025633
D_Loss: 2.000000
Val_PSNR: 29.8833
Val_SSIM: 0.832574

Epoch 157:
G_Loss: 0.025552
D_Loss: 2.000000
Val_PSNR: 29.8124
Val_SSIM: 0.831052

Epoch 158:
G_Loss: 0.025519
D_Loss: 2.000000
Val_PSNR: 29.5303
Val_SSIM: 0.828157

Epoch 159:
G_Loss: 0.025527
D_Loss: 2.000000
Val_PSNR: 29.7723
Val_SSIM: 0.832797

Epoch 160:
G_Loss: 0.025483
D_Loss: 2.000000
Val_PSNR: 29.9906
Val_SSIM: 0.832025

Epoch 161:
G_Loss: 0.025372
D_Loss: 2.000000
Val_PSNR: 29.7586
Val_SSIM: 0.828944

Epoch 162:
G_Loss: 0.025435
D_Loss: 2.000000
Val_PSNR: 29.8820
Val_SSIM: 0.830086

Epoch 163:
G_Loss: 0.025601
D_Loss: 2.000000
Val_PSNR: 29.5546
Val_SSIM: 0.822267

Epoch 164:
G_Loss: 0.025521
D_Loss: 2.000000
Val_PSNR: 29.8863
Val_SSIM: 0.833527

Epoch 165:
G_Loss: 0.025384
D_Loss: 2.000000
Val_PSNR: 29.7180
Val_SSIM: 0.828043

Epoch 166:
G_Loss: 0.025470
D_Loss: 2.000000
Val_PSNR: 29.8188
Val_SSIM: 0.830218

Epoch 167:
G_Loss: 0.025362
D_Loss: 2.000000
Val_PSNR: 29.8479
Val_SSIM: 0.834031

Epoch 168:
G_Loss: 0.025575
D_Loss: 2.000000
Val_PSNR: 29.5703
Val_SSIM: 0.825825

Epoch 169:
G_Loss: 0.025744
D_Loss: 2.000000
Val_PSNR: 29.9033
Val_SSIM: 0.830023

Epoch 170:
G_Loss: 0.025503
D_Loss: 2.000000
Val_PSNR: 29.5666
Val_SSIM: 0.826182

Epoch 171:
G_Loss: 0.025596
D_Loss: 2.000000
Val_PSNR: 29.8575
Val_SSIM: 0.833067

Epoch 172:
G_Loss: 0.025767
D_Loss: 2.000000
Val_PSNR: 29.8867
Val_SSIM: 0.832541

Epoch 173:
G_Loss: 0.025537
D_Loss: 2.000000
Val_PSNR: 29.8923
Val_SSIM: 0.835723

Epoch 174:
G_Loss: 0.025609
D_Loss: 2.000000
Val_PSNR: 29.9535
Val_SSIM: 0.834347

Epoch 175:
G_Loss: 0.025404
D_Loss: 2.000000
Val_PSNR: 30.0113
Val_SSIM: 0.832986

Epoch 176:
G_Loss: 0.025296
D_Loss: 2.000000
Val_PSNR: 29.8964
Val_SSIM: 0.830689

Epoch 177:
G_Loss: 0.025364
D_Loss: 2.000000
Val_PSNR: 30.0025
Val_SSIM: 0.835124

Epoch 178:
G_Loss: 0.025264
D_Loss: 2.000000
Val_PSNR: 29.9326
Val_SSIM: 0.830725

Epoch 179:
G_Loss: 0.025319
D_Loss: 2.000000
Val_PSNR: 30.0489
Val_SSIM: 0.838209

Epoch 180:
G_Loss: 0.025370
D_Loss: 2.000000
Val_PSNR: 29.9226
Val_SSIM: 0.832070

Epoch 181:
G_Loss: 0.025222
D_Loss: 2.000000
Val_PSNR: 30.0846
Val_SSIM: 0.836462

Epoch 182:
G_Loss: 0.024775
D_Loss: 2.000000
Val_PSNR: 30.1502
Val_SSIM: 0.838045

Epoch 183:
G_Loss: 0.024780
D_Loss: 2.000000
Val_PSNR: 30.1603
Val_SSIM: 0.840351

Epoch 184:
G_Loss: 0.024812
D_Loss: 2.000000
Val_PSNR: 30.0929
Val_SSIM: 0.834948

Epoch 185:
G_Loss: 0.024860
D_Loss: 2.000000
Val_PSNR: 30.1580
Val_SSIM: 0.838576

Epoch 186:
G_Loss: 0.024757
D_Loss: 2.000000
Val_PSNR: 30.1719
Val_SSIM: 0.840422

Epoch 187:
G_Loss: 0.024820
D_Loss: 2.000000
Val_PSNR: 30.0975
Val_SSIM: 0.837063

Epoch 188:
G_Loss: 0.024868
D_Loss: 2.000000
Val_PSNR: 30.1496
Val_SSIM: 0.839153

Epoch 189:
G_Loss: 0.024767
D_Loss: 2.000000
Val_PSNR: 30.0999
Val_SSIM: 0.840170

Epoch 190:
G_Loss: 0.024770
D_Loss: 2.000000
Val_PSNR: 30.1931
Val_SSIM: 0.840160

Epoch 191:
G_Loss: 0.024744
D_Loss: 2.000000
Val_PSNR: 30.1798
Val_SSIM: 0.841366

Epoch 192:
G_Loss: 0.024731
D_Loss: 2.000000
Val_PSNR: 30.1791
Val_SSIM: 0.838896

Epoch 193:
G_Loss: 0.024734
D_Loss: 2.000000
Val_PSNR: 30.1517
Val_SSIM: 0.837104

Epoch 194:
G_Loss: 0.024712
D_Loss: 2.000000
Val_PSNR: 30.1712
Val_SSIM: 0.842910

Epoch 195:
G_Loss: 0.024821
D_Loss: 2.000000
Val_PSNR: 30.1671
Val_SSIM: 0.842708

Epoch 196:
G_Loss: 0.024743
D_Loss: 2.000000
Val_PSNR: 30.1736
Val_SSIM: 0.840245

Epoch 197:
G_Loss: 0.024698
D_Loss: 2.000000
Val_PSNR: 30.2187
Val_SSIM: 0.840378

Epoch 198:
G_Loss: 0.024661
D_Loss: 2.000000
Val_PSNR: 30.1605
Val_SSIM: 0.840470

Epoch 199:
G_Loss: 0.024655
D_Loss: 2.000000
Val_PSNR: 30.1753
Val_SSIM: 0.840832

Epoch 200:
G_Loss: 0.024652
D_Loss: 2.000000
Val_PSNR: 30.1995
Val_SSIM: 0.840382

Epoch 201:
G_Loss: 0.024688
D_Loss: 2.000000
Val_PSNR: 30.2206
Val_SSIM: 0.840794

Epoch 202:
G_Loss: 0.024630
D_Loss: 2.000000
Val_PSNR: 30.0907
Val_SSIM: 0.836776

Epoch 203:
G_Loss: 0.024658
D_Loss: 2.000000
Val_PSNR: 30.2004
Val_SSIM: 0.839066

Epoch 204:
G_Loss: 0.024614
D_Loss: 2.000000
Val_PSNR: 30.2023
Val_SSIM: 0.839421

Epoch 205:
G_Loss: 0.024534
D_Loss: 2.000000
Val_PSNR: 30.2370
Val_SSIM: 0.841322

Epoch 206:
G_Loss: 0.024457
D_Loss: 2.000000
Val_PSNR: 30.2412
Val_SSIM: 0.839656

Epoch 207:
G_Loss: 0.024464
D_Loss: 2.000000
Val_PSNR: 30.2525
Val_SSIM: 0.840323

Epoch 208:
G_Loss: 0.024463
D_Loss: 2.000000
Val_PSNR: 30.2534
Val_SSIM: 0.840764

Epoch 209:
G_Loss: 0.024452
D_Loss: 2.000000
Val_PSNR: 30.2522
Val_SSIM: 0.839782

Epoch 210:
G_Loss: 0.024470
D_Loss: 2.000000
Val_PSNR: 30.2596
Val_SSIM: 0.843171

Epoch 211:
G_Loss: 0.024444
D_Loss: 2.000000
Val_PSNR: 30.1948
Val_SSIM: 0.841998

Epoch 212:
G_Loss: 0.024462
D_Loss: 2.000000
Val_PSNR: 30.2382
Val_SSIM: 0.842321

Epoch 213:
G_Loss: 0.024470
D_Loss: 2.000000
Val_PSNR: 30.2257
Val_SSIM: 0.843456

Epoch 214:
G_Loss: 0.024437
D_Loss: 2.000000
Val_PSNR: 30.2225
Val_SSIM: 0.840794

Epoch 215:
G_Loss: 0.024429
D_Loss: 2.000000
Val_PSNR: 30.2533
Val_SSIM: 0.842274

Epoch 216:
G_Loss: 0.024445
D_Loss: 2.000000
Val_PSNR: 30.2442
Val_SSIM: 0.840455

Epoch 217:
G_Loss: 0.024417
D_Loss: 2.000000
Val_PSNR: 30.2756
Val_SSIM: 0.842232

Epoch 218:
G_Loss: 0.024419
D_Loss: 2.000000
Val_PSNR: 30.2677
Val_SSIM: 0.842991

Epoch 219:
G_Loss: 0.024412
D_Loss: 2.000000
Val_PSNR: 30.2667
Val_SSIM: 0.840095

Epoch 220:
G_Loss: 0.024421
D_Loss: 2.000000
Val_PSNR: 30.2437
Val_SSIM: 0.841132

Epoch 221:
G_Loss: 0.024395
D_Loss: 2.000000
Val_PSNR: 30.2721
Val_SSIM: 0.841774

Epoch 222:
G_Loss: 0.024402
D_Loss: 2.000000
Val_PSNR: 30.2557
Val_SSIM: 0.841076

Epoch 223:
G_Loss: 0.024383
D_Loss: 2.000000
Val_PSNR: 30.2676
Val_SSIM: 0.840978

Epoch 224:
G_Loss: 0.024378
D_Loss: 2.000000
Val_PSNR: 30.2820
Val_SSIM: 0.840699

Epoch 225:
G_Loss: 0.024374
D_Loss: 2.000000
Val_PSNR: 30.2854
Val_SSIM: 0.842053

Epoch 226:
G_Loss: 0.024387
D_Loss: 2.000000
Val_PSNR: 30.2747
Val_SSIM: 0.840227

Epoch 227:
G_Loss: 0.024320
D_Loss: 2.000000
Val_PSNR: 30.2926
Val_SSIM: 0.842903

Epoch 228:
G_Loss: 0.024317
D_Loss: 2.000000
Val_PSNR: 30.3004
Val_SSIM: 0.843753

Epoch 229:
G_Loss: 0.024306
D_Loss: 2.000000
Val_PSNR: 30.2988
Val_SSIM: 0.841856

Epoch 230:
G_Loss: 0.024299
D_Loss: 2.000000
Val_PSNR: 30.2936
Val_SSIM: 0.840374

Epoch 231:
G_Loss: 0.024297
D_Loss: 2.000000
Val_PSNR: 30.2923
Val_SSIM: 0.842180

Epoch 232:
G_Loss: 0.024299
D_Loss: 2.000000
Val_PSNR: 30.3031
Val_SSIM: 0.844222

